place,folder
Gävle,1924/
Gävle,1945/
Gävle,1938/
Gävle,1934/
Gävle,1950/
Gävle,1937/
Gävle,1922/
Gävle,1920/
Gåns,1925/
Gårda,1920/
Gårda,1921/
Göingegården,1944/
Göingegården,1946/
Göingegården,1941/
Göingegården,1945/
Göingegården,1948/
Göingegården,1943/
Göingegården,1942/
Göingegården,1947/
Göteborg,1943/
Göteborg,1934/
Göteborg,1921/
Göteborg,1927/
Göteborg,1923/
Göteborg,1935/
Göteborg,1931/
Göteborg,198485/
Göteborg,1936/
Göteborg,1949/
Göteborg,198687/
Göteborg,1950/
Göteborg,1945/
Göteborg,1952/
Göteborg,1932/
Göteborg,1939/
Göteborg,1924/
Göteborg,1944/
Göteborg,1929/
Göteborg,1930/
Göteborg,1941/
Göteborg,1928/
Göteborg,1937/
Göteborg,1947/
Göteborg,1933/
Göteborg,1938/
Göteborg,1926/
Göteborg,1925/
Göteborg,1946/
Göteborg,1942/
Göteborg,1948/
Göteborg,1922/
Göteborg,1951/
Göteborg,1940/
HKRevinge,1920/
Hagaström,1925/
Hagaström,1922/
Hagaström,1923/
Hagaström,1921/
Hagaström,1920/
Hagaström,1924/
Hallagården,1926/
Hallagården,1933/
Hallagården,1934/
Hallagården,1923/
Hallagården,1924/
Hallagården,1921/
Hallagården,1925/
Hallagården,1922/
Hallagården,1929/
Hallagården,1928/
Hallagården,1931/
Hallagården,1927/
Hallagården,1930/
Hallagården,1937/
Hallagården,1935/
Hallagården,1936/
Hallagården,1932/
Halland,198586/
Hallstahammar,1948/
Halmstad,1931/
Halmstad,1923/
Halmstad,1932/
Halmstad,1930/
Halmstad,1928/
Halmstad,1950/
Halmstad,1927/
Halmstad,1922/
Halmstad,1925/
Halmstad,1929/
Halmstad,1924/
Halmstad,1952/
Halmstad,1926/
Halmstad,1951/
Halmstad,1933/
Hanaskog,1939/
Hanaskog,1937/
Hanaskog,1938/
Haverö,1943/
Haverö,1933/
Haverö,1935/
Haverö,1946/
Haverö,1937/
Haverö,1945/
Haverö,1939/
Haverö,1950/
Heby,197677/
Hede,1942/
Hede,1937/
Hede,1939/
Hede,1938/
Hede,1941/
Hede,1940/
Hedensbyn,1946/
Hedensbyn,1941/
Hedensbyn,1942/
Hedensbyn,1944/
Hedensbyn,1945/
Hedensbyn,1943/
Helgagård,1922/
Helgagård,1923/
Helgagård,1924/
Helgagård,1921/
Helsingfors,198586/
Hjälmaren,198283/
Hov,1926/
Hov,1928/
Hov,1921/
Hultsfred,1940/
Hultsfred,1934/
Hultsfred,1936/
Hultsfred,1937/
Hultsfred,1939/
Hultsfred,1933/
Huskvarna,1924/
Huskvarna,1934/
Huskvarna,1922/
Huskvarna,1937/
Huskvarna,1931/
Huskvarna,1928/
Huskvarna,1939/
Huskvarna,1927/
Huskvarna,1935/
Huskvarna,1925/
Huskvarna,1932/
Huskvarna,1920/
Huskvarna,1933/
Huskvarna,1921/
Huskvarna,1930/
Huskvarna,198182/
Huskvarna,1923/
Huskvarna,1938/
Huskvarna,1936/
Huskvarna,1926/
Hyssna,1948/
Hyssna,1951/
Hällbacken,1928/
Hällbacken,1942/
Hällbacken,1926/
Hällbacken,1940/
Hällbacken,1934/
Hällbacken,1927/
Hällbacken,1935/
Hällbacken,1930/
Hällbacken,1937/
Hällbacken,1945/
Hällbacken,1924/
Hällbacken,1931/
Hällbacken,1943/
Hällbacken,1936/
Hällbacken,1941/
Hällbacken,1925/
Hällbacken,1929/
Hällbacken,1923/
Hällbacken,1932/
Hällbacken,1938/
Hällbacken,1944/
Hällbacken,1933/
Hällbacken,1922/
Hällbacken,1939/
Hällefors,1943/
Hällefors,1950/
Hällefors,1944/
Hällefors,1942/
Hällefors,1951/
Hällefors,1949/
Hälleforsnäs,1935/
Hälsingborg,1941/
Hälsingborg,1927/
Hälsingborg,1930/
Hälsingborg,1929/
Hälsingborg,1942/
Hälsingborg,1925/
Hälsingborg,1944/
Hälsingborg,1928/
Hälsingborg,1943/
Hässlås,1920/
Häste,1928/
Häste,1935/
Häste,1933/
Häste,1929/
Häste,1926/
Häste,1936/
Häste,1939/
Häste,1937/
Häste,1934/
Häste,1938/
Häste,1923/
Häste,1930/
Häste,1925/
Häste,1931/
Häste,1932/
Höganäs,1945/
Höganäs,1944/
Höganäs,1948/
Höganäs,1939/
Höganäs,1941/
Högby,1928/
Högby,1927/
Höjen,1934/
Höjen,1936/
Höjen,1938/
Höjen,1940/
Höjen,1939/
Höjen,1935/
Höjen,1933/
Hökhult,1920/
Hökhult,1922/
Hönö,1933/
Hönö,1940/
Hönö,1939/
Hönö,1938/
Hönö,1936/
Hönö,1935/
Hörby,1935/
Hörby,1934/
Hörby,1925/
Hörby,1927/
Hörby,1929/
Hörby,1936/
Hörby,1930/
Hörby,1926/
Hörby,1924/
Hörby,1933/
Hörby,1928/
Hörby,1931/
Hörby,1923/
Hörby,1932/
Hörninge,1922/
Hörninge,1924/
Hörninge,1923/
Höör,1936/
Höör,1934/
Höör,1933/
Höör,1930/
Höör,1929/
Höör,1931/
Höör,1932/
Höör,1921/
Höör,1937/
Höör,1935/
ITgelboda,1934/
Igelboda,1934/
Igelboda,1929/
Igelboda,1936/
Igelboda,1923/
Igelboda,1940/
Igelboda,1933/
Igelboda,1926/
Igelboda,1935/
Igelboda,1921/
Igelboda,1925/
Igelboda,1924/
Igelboda,1928/
Igelboda,1937/
Igelboda,1942/
Igelboda,1920/
Igelboda,1938/
Igelboda,1922/
Igelboda,1930/
Igelboda,1931/
Igelboda,1943/
Igelboda,1932/
Igelboda,1941/
Igelboda,1939/
Igelboda,1927/
Igelsbo,1952/
Igelsbo,1946/
Igelsbo,1949/
Igelsbo,1951/
Igelsbo,1950/
Igelsbo,1948/
Igelsbo,1947/
Jonsjö,1921/
Julita,1937/
Julita,1944/
Jämtland,198990/
Järvsand,1945/
Järvsand,1951/
Järvsand,1947/
Järvsand,1950/
Järvsand,1948/
Jönköping,1920/
Kalix,1949/
Kalix,1951/
Kalix,1943/
Kalix,1947/
Kalix,1944/
Kalix,1942/
Kalix,1946/
Kalix,1945/
Kalix,1950/
Kalix,1952/
Kallhäll,197879/
Kalmar,1925/
Kalmar,1924/
Kalmar,1941/
Kalmar,1931/
Kalmar,1933/
Kalmar,1926/
Kalmar,1946/
Kalmar,1934/
Kalmar,1929/
Kalmar,1930/
Kalmar,1935/
Kalmar,1922/
Kalmar,1927/
Kalmar,1928/
Kalmar,1921/
Kalmar,1923/
Kalmar,1932/
Kalmar,1936/
Kalmar,1920/
Kalmar,1937/
Karlsborg,198182/
Karlsborg,197879/
Karlsborg,197980/
Karlskoga,1924/
Karlskoga,1925/
Karlskorna,1926/
Karlskrona,1926/
Karlskrona,1935/
Karlskrona,1923/
Karlskrona,1929/
Karlskrona,1922/
Karlskrona,1924/
Karlskrona,1928/
Karlskrona,1931/
Karlskrona,1927/
Karlskrona,1940/
Karlskrona,1930/
Karlskrona,1932/
Karlskrona,1925/
Karlskrona,1933/
Karlskrona,1934/
Karlskrona,1936/
Karlstad,1949/
Karlstad,1936/
Karlstad,1950/
Karlstad,197879/
Karlstad,1944/
Karlstad,1932/
Karlstad,1952/
Karlstad,1946/
Karlstad,1945/
Karlstad,1933/
Karlstad,1942/
Karlstad,1947/
Karlstad,1951/
Karlstad,1934/
Karlstad,1943/
Karlstad,1948/
Kasenberg,1930/
Kasenberg,1924/
Kasenberg,1922/
Kasenberg,1937/
Kasenberg,1932/
Kasenberg,1928/
Kasenberg,1933/
Kasenberg,1929/
Kasenberg,1936/
Kasenberg,1934/
Kasenberg,1927/
Kasenberg,1931/
Kasenberg,1925/
Kasenberg,1923/
Kasenberg,1926/
Kasenberg,1921/
Kastaniegården,1949/
Kastanjegården,1951/
Kastanjegården,1949/
Kastanjegården,1945/
Kastanjegården,1952/
Kastanjegården,1947/
Kastanjegården,1944/
Kastanjegården,1942/
Kastanjegården,1941/
Kastanjegården,1948/
Kastanjegården,1943/
Kastanjegården,1950/
Kastanjegården,1946/
Kastlösa,1950/
Kastlösa,1943/
Kastlösa,1939/
Kastlösa,1952/
Katrineholm,1922/
Katrineholm,1927/
Katrineholm,1925/
Katrineholm,1931/
Katrineholm,1926/
Katrineholm,1932/
Katrineholm,1930/
Katrineholm,1929/
Katrineholm,1923/
Katrineholm,1924/
Katrineholm,1928/
Kemiälven,199192/
Kieryd,1951/
Kieryd,1949/
Kieryd,1950/
Kieryd,1946/
Kieryd,1948/
Kieryd,1945/
Kinna,1938/
Kinna,1939/
Kinna,1941/
Kinna,1945/
Kinna,1940/
Kinna,1942/
Kinna,1943/
Kinna,1944/
Kiruna,198990/
Kisa,198586/
Klarälven,197980/
Knapasjö,1920/
Kniäppinge,1920/
Knäppinge,1921/
Knäppinge,1920/
Kollungeröd,1920/
Kosta,1920/
Kramfors,1939/
Kramfors,1948/
Kramfors,1945/
Kramfors,1940/
Kramfors,1938/
Kramfors,1937/
Kramfors,1947/
Kramfors,1946/
Kristanstad,1931/
Kristianstad,1927/
Kristianstad,1936/
Kristianstad,1932/
Kristianstad,1930/
Kristianstad,1928/
Kristianstad,1931/
Kristianstad,1934/
Kristianstad,1935/
Kristianstad,1929/
Kristinehamn,1948/
Kristinehamn,1950/
Kristinehamn,1945/
Kristinehamn,1941/
Kristinehamn,1949/
Kristinehamn,1940/
Kristinehamn,1946/
Kristinehamn,1937/
Kristinehamn,1943/
Kristinehamn,1947/
Kristinehamn,1952/
Kristinehamn,1944/
Kristinehamn,1939/
Kristinehamn,1938/
Kristinehamn,1951/
Krogstorp,1937/
Krogstorp,1935/
Kroken,1924/
Kroken,1922/
Kroken,1923/
Kroken,1921/
Kroken,1920/
Kuilenbergstorp,1925/
Kuilenbergstorp,1920/
Kullen,1928/
Kullen,1932/
Kullen,1929/
Kullen,1935/
Kullen,1931/
Kullen,1930/
Kullen,1923/
Kullen,1936/
Kullen,1927/
Kullen,1933/
Kullen,1922/
Kullen,1924/
Kullen,1934/
Kullen,1926/
Kullen,1920/
Kullen,1925/
Kullen,1921/
Kullenbergstorp,1931/
Kullenbergstorp,1928/
Kullenbergstorp,1929/
Kullenbergstorp,1920/
Kullenbergstorp,1934/
Kullenbergstorp,1922/
Kullenbergstorp,1921/
Kullenbergstorp,1932/
Kullenbergstorp,1941/
Kullenbergstorp,1944/
Kullenbergstorp,1923/
Kullenbergstorp,1933/
Kullenbergstorp,1943/
Kullenbergstorp,1926/
Kullenbergstorp,1936/
Kullenbergstorp,1942/
Kullenbergstorp,1930/
Kullenbergstorp,1927/
Kullenbergstorp,1924/
Kullenbergstorp,1925/
Kullenborgstorp,1930/
Kullersta,1925/
Kullersta,1920/
Kullersta,1924/
Kullersta,1921/
Kullersta,1922/
Kullienbergstorp,1927/
Kungsör,1921/
Kungsör,1920/
Kungsör,1923/
Kungsör,1922/
Kälkebo,1927/
Kälkebo,1925/
Kälkebo,1923/
Kälkebo,1924/
Kälkebo,1926/
Kälkebo,1921/
Kälkebo,1922/
Kälkebo,1928/
Källeräng,1920/
Köping,1927/
Köping,1926/
Köping,1928/
Köping,1922/
Köping,1923/
Köping,1924/
Köping,1925/
Labbemåla,1923/
Landafors,1949/
Landafors,1946/
Landafors,1945/
Landafors,1947/
Landafors,1948/
Landafors,1950/
Landeryd,1922/
Landeryd,1933/
Landeryd,1921/
Landeryd,1920/
Landskrona,1945/
Landskrona,1935/
Landskrona,1949/
Landskrona,1946/
Landskrona,1941/
Landskrona,1943/
Landskrona,1950/
Landskrona,1942/
Landskrona,1948/
Landskrona,1944/
Landskrona,1939/
Leabo,1934/
Leabo,1933/
Lekåsa,1940/
Lekåsa,1943/
Lekåsa,1938/
Lekåsa,1942/
Lekåsa,1936/
Lekåsa,1945/
Lekåsa,1941/
Lekåsa,1947/
Lekåsa,1948/
Lekåsa,1937/
Lekåsa,1939/
Lekåsa,1946/
Lekåsa,1944/
Lekåsa,1934/
Lerbäcksbyn,1932/
Lerbäcksbyn,1935/
Lerbäcksbyn,1931/
Lerbäcksbyn,1933/
Lerbäcksbyn,1927/
Lerbäcksbyn,1930/
Lerbäcksbyn,1929/
Lerbäcksbyn,1934/
Lerbäcksbyn,1925/
Lerbäcksbyn,1926/
Lesjöfors,1938/
Lesjöfors,1937/
Lesjöfors,1939/
Lijungskile,1949/
Lindome,1935/
Lindome,1930/
Lindome,1937/
Lindome,1931/
Lindome,1933/
Lindome,1940/
Linköping,1927/
Linköping,1949/
Linköping,1951/
Linköping,1930/
Linköping,1929/
Linköping,1926/
Linköping,1925/
Linköping,1928/
Ljungskile,1950/
Ljungskile,1951/
Ljungskile,1952/
Ljungskile,1941/
Ljungskile,1948/
Ljungskile,1944/
Ljungskile,1947/
Ljungskile,1942/
Ljungskile,1945/
Ljungskile,1943/
Ljungskile,1949/
Ljungskile,1946/
Ljusterö,1920/
Luleå,1948/
Luleå,1935/
Luleå,1936/
Luleå,1941/
Luleå,1934/
Luleå,1933/
Luleå,1949/
Luleå,1943/
Luleå,198889/
Luleå,1950/
Luleå,1938/
Luleå,1947/
Luleå,1951/
Luleå,1939/
Luleå,1940/
Luleå,1945/
Luleå,1942/
Luleå,1937/
Luleå,1952/
Luleå,1944/
Luleå,1946/
Lulå,1933/
Lummelunda,1922/
Lummelunda,1923/
Lummelunda,1924/
Lund,197879/
Lund,1945/
Luttra,1950/
Luttra,1945/
Luttra,1946/
Luttra,1952/
Luttra,1949/
Luttra,1951/
Luttra,1948/
Lycksele,197980/
Långelanda,1920/
Långelanda,1922/
Långelanda,1924/
Långelanda,1923/
Långviksmon,1952/
Långviksmon,1951/
Löbbo,1930/
Löbbo,1936/
Löbbo,1937/
Löbbo,1935/
Löbbo,1932/
Löbbo,1947/
Löbbo,1943/
Löbbo,1939/
Löbbo,1941/
Löbbo,1940/
Löbbo,1950/
Löbbo,1951/
Löbbo,1925/
Löbbo,1948/
Löbbo,1933/
Löbbo,1938/
Löbbo,1927/
Löbbo,1929/
Löbbo,1934/
Löbbo,1944/
Löbbo,1949/
Löbbo,1931/
Löbbo,1928/
Löbbo,1946/
Löbbo,1945/
Löbbo,1952/
Löbbo,1942/
Lönsboda,197879/
Malmgrava,1947/
